lat,lon,002_min,003_min,004_min,005_min,006_min,007_min,008_min,009_min,010_min,011_min,012_min,013_min,014_min,015_min,016_min,017_min,018_min,019_min,020_min,021_min,022_min,023_min,024_min,025_min,026_min,027_min,028_min,029_min,030_min,031_min,032_min,033_min
-54.18848037719727,292.5,286.24309535087724,286.70987434343436,286.42345851063834,286.4559523622045,286.30579207792204,287.2482646428571,286.0214967910448,286.2492812962962,286.02748216560514,286.653124375,287.1640783076923,286.8784126436782,286.3452015384616,286.404827761194,286.3904105633802,286.6041005511811,286.38384047619047,286.39987504065044,286.14570223076936,286.5106977941176,286.62858694117637,286.54271456310664,286.35456506493506,285.8872224358974,286.4065355963303,286.2874784057972,286.393548018018,286.95441849315057,286.4949299107144,286.5588261702128,286.1938166666666,286.1431302325581
-53.24607467651367,288.75,285.41632201923085,285.56117221518963,285.80207938144343,285.62692743243247,285.5311567010309,286.43892913043476,285.31052315789475,285.78417779220774,285.28401992907794,285.7244132258066,285.9898918181819,286.2743396969697,285.37948513043466,285.78461966666663,285.3470960869565,285.5804177500001,285.6243306756757,285.85316767999996,285.38659812500003,285.4548567142857,285.85815893939395,285.77598163265316,285.35668570000007,285.1850593589744,285.94445754098365,285.5545943820226,285.82889163636366,285.9555528750001,286.02842873417717,285.57363400000014,285.4458891891892,285.25453341176484
-53.24607467651367,290.0,286.0932784313727,286.2968884033615,286.1926049999999,286.0362079617834,286.01634440860215,286.897336,286.04946138613855,286.10398032786884,285.781877368421,286.52580329268295,286.7102691666666,286.8001309210524,286.0518971,286.2471704545456,286.07378845360824,286.231115703125,286.1904835135135,286.21238858208966,286.02472218487395,286.0824918987343,286.16286805555563,286.1493555084745,286.1629878260869,285.76033304347834,286.39213085714283,286.380522837838,286.11301991935494,286.6422383870967,286.407444065934,286.1681271774193,285.9110111666666,285.95818253333334
-53.24607467651367,291.25,286.7151001136363,286.6595271830986,286.90542615384607,286.6652945081968,286.54959489130437,287.56610339285714,286.55239470588236,286.6396814285714,286.5385702531646,287.1209189130434,287.40887803571434,287.51036776119406,286.80729789473685,286.59610714285725,287.0293763793104,286.83893762295077,286.62754236111124,286.7954968702291,286.6113193965519,286.8467487323945,287.0869781690141,286.9653297058824,286.764728028169,286.5565543283583,287.1049811392403,286.83185836363646,286.78700148148135,287.1491775806452,287.14308382022466,286.81789885245894,286.40739796610166,286.58818520000005
-52.30366516113281,291.25,288.483766521739,288.6912484297522,288.918287752809,288.74360391304344,288.55778674157307,289.49689107142865,288.42815400000023,288.6040609523811,288.6204086021506,288.90289336283183,289.22931196969705,289.4832798630137,288.35031444444445,288.3092783516483,288.9108272222222,288.7217425581397,288.5640342682928,288.7191095070422,288.5949381308412,288.67221027777776,288.77426616161614,288.85057200000006,288.96640827160496,288.5617429230769,288.7910660824741,288.6041112500001,288.61706745283016,289.05429917808215,289.0855450458717,288.8453088679246,288.37930726708083,288.4066092125985
-51.36125564575195,291.25,289.99484494252874,289.9581892771085,290.0083145054945,290.2704001941748,290.11208050847466,291.1228223728814,289.6643142528735,290.2434522727274,290.0083780821917,290.3445844594595,290.94108326530613,290.3450591208791,290.07872017543866,290.3304732786885,290.5358843421053,290.1631794285714,290.23872637931026,290.1801588571427,290.22533311688306,290.245765967742,290.44606209302333,290.50949666666656,290.6983922916666,290.0956412962962,290.9827816326531,290.3995953703704,290.1279248936169,290.6618070454545,290.6745832692307,290.22514580645174,289.99504114942533,290.3762723255814
-46.64921569824219,168.75,290.88233936363633,290.9500398642534,290.87080669767437,291.03241141975303,290.4947263888889,290.6770150579149,290.9371476605505,291.361490136986,290.80977278538813,291.01193582417574,291.3021134751774,290.69931316513754,290.733761164021,290.9306685087718,291.03605464480887,290.57761435087735,290.8885390751446,290.8673467586206,291.1299927745664,290.800828164251,290.75815479999983,290.96786899999984,290.8922784905662,290.8099337398375,291.11168589595366,290.8169408333334,290.17320259911895,291.0184697692307,291.50354028708136,291.19613060402696,290.40315804878054,290.9898618817207
-45.70680618286133,170.0,291.1137854054054,291.11607197802186,290.7303846491228,290.79474567415735,290.67319707006374,290.7132664705882,291.0353035672516,291.21466693989083,290.9340619125683,290.8534710454544,291.26142423611105,290.7232680788178,290.8948223287673,290.9884231578948,290.89115780487793,290.56924499999985,290.91031678571426,290.96668724999984,290.95047102272724,290.97792988826825,291.0232031538459,290.95758426666674,290.8106174117648,290.7595831617648,291.1541071428571,290.81873633027527,290.1963592473119,290.5516475581394,291.19772927184465,291.4101064,290.55138177570115,291.0964916363636
-45.70680618286133,171.25,292.7743741441441,292.79958282051285,292.4418356637167,292.6697426190477,292.38797045977014,292.5228002487564,292.7545472685187,292.9675285416666,292.7886192571428,292.4838822033899,292.93108727272727,292.5960378260869,292.5884413679248,292.95335444444436,292.9095273913042,292.36407974358946,292.87440905982913,292.7101895569619,292.78502541436455,292.78602630952366,292.79657630434787,292.89973468253964,292.4650353926701,292.7388625,292.97082325443796,292.82395305263157,292.34875081871354,292.76725110091735,292.9413125570775,293.3438500000001,292.0806806521739,292.7985285897439
-45.70680618286133,287.5,286.0112289855074,286.3853483146068,286.6684204838709,286.3266325906735,286.81662868613137,286.8032945945947,286.358250703125,286.20122145833335,286.5068608962264,285.9111656862744,286.95402505154647,286.73249686274517,285.7842366666667,286.07711928176803,286.3401342233011,286.24920374468104,286.33826717741937,286.20370284210514,286.0141123809525,286.5489464166667,286.65077595744685,286.64407167701864,286.2361465811965,286.3614347126437,286.54763061946903,286.59838122641514,286.21833068571425,286.81399523076936,287.0546410619469,286.3608153947368,286.0926525510205,285.8426740522875
