lat,lon,002_max,003_max,004_max,005_max,006_max,007_max,008_max,009_max,010_max,011_max,012_max,013_max,014_max,015_max,016_max,017_max,018_max,019_max,020_max,021_max,022_max,023_max,024_max,025_max,026_max,027_max,028_max,029_max,030_max,031_max,032_max,033_max
54.18848037719727,8.75,297.4424286848069,297.2800674352333,296.51471423529415,297.13382853210993,298.0435145856355,296.73790663366356,297.429929965035,298.0234715254239,297.13025844290655,296.9695539467851,297.59307965517235,297.3780460986546,297.74500909090904,297.7476961711711,297.7484958415845,297.8429388770054,297.88209103448287,297.47736674796744,297.7550329452055,297.6095094414895,297.3416791164657,297.05774996855354,297.9039048201439,297.1599861952865,296.9173733029613,297.2701732752612,297.3596988732395,297.4111754143648,297.52417744186033,297.1065737051793,297.36210452531634,297.92808219178085
54.18848037719727,10.0,304.4357667914437,304.1568770114942,302.56195933333333,304.1726128571428,305.02377738805984,303.09636439739427,304.52649204188475,305.4466304411766,303.27216278048775,303.7668843887147,304.441498074074,304.16268182692306,304.5670072463768,304.6415596503497,304.6660035245902,304.5140410227274,304.64369000000016,304.19826891191724,305.28034877906987,304.985020365297,304.0751936818183,303.37615522821585,304.5320952631578,303.71733283333344,304.2453590277778,304.5171467999999,305.672468255814,304.8409497979797,304.6522170810811,303.81430288461536,305.3449569491525,304.8766129032258
54.18848037719727,11.25,300.6545340283398,300.4621611847389,299.3939029362882,300.2152190659341,300.8543016509433,299.79252259345793,300.89364895306863,301.5176110614524,299.7346632601881,299.8398496749525,300.77997480662987,300.5827756140349,300.7360846703298,300.80404709821414,300.7779416537468,300.81695419354867,300.76204506122446,300.392344753623,301.21739735632195,300.75786882506526,300.5867252317881,300.0100678510027,300.8930724074075,300.0736174242426,300.2530266141735,300.7398718844984,300.98187983606556,300.72764647798743,300.4879621276595,300.25,301.0203495176846,300.9944105691057
54.18848037719727,12.5,300.1853098003993,300.08826154471546,299.2238920448181,299.75568910025686,300.3330425702811,299.48498669833714,300.5141675426619,300.7723172429906,299.28638894578313,299.41870272900735,300.20149775229345,300.08950255813943,300.2990078612718,300.56906046728966,300.3161436296293,300.38912225806456,300.4058237826089,300.10442319148956,300.54168520408143,300.4423483464567,300.0364648936168,299.67638209809263,300.40453216463425,299.73056478048784,299.72938836879433,300.2973434384858,300.612595,300.17195782352945,299.9913580057803,299.7420634920635,300.4422541492537,300.3888376383764
54.18848037719727,13.75,299.10301451905644,299.2198200999999,298.2078433179727,298.8900427725117,299.36517719858153,298.64978986175146,299.4918335603715,299.79371215859027,298.41157838709694,298.61622158964906,299.04617271126756,299.0770921084337,299.16076253807097,299.53975093283594,299.12363246406557,299.42451723333346,299.41868976470573,299.19942005194775,299.32821261455547,299.276395464602,299.09071718085096,298.64288177383577,299.47582786982264,298.7968743201753,298.6641934496918,299.144488894879,299.36001288209616,298.9804749292453,298.95034776674936,298.68716032608694,299.2308101152072,299.2852056962025
54.18848037719727,15.0,299.30603852830194,299.59447841648625,298.4380319753087,299.0815551581509,299.7634884000001,299.05297217391313,299.7648547457627,299.83923421940955,298.6797914454277,299.0088721881839,299.38109828467174,299.29646240000005,299.4409920202021,299.9670005327865,299.1820951934826,299.682328006757,299.75138,299.51592826923087,299.5625763760218,299.49034387024597,299.23483007999994,298.9610402493763,299.6963263333334,298.9546263409089,298.88878118303563,299.3643909510086,299.6065928181818,299.3599338918919,299.1716364304461,299.0573529411765,299.4309071882643,299.39071856287427
54.18848037719727,16.25,301.6907614519908,302.03747600502544,300.8085170817119,301.5632651418438,302.71497641304325,301.9786812867645,302.3675552803739,302.34649402173915,300.9758472690764,301.2299862809917,302.0433966028709,301.768000652174,301.93751111731876,302.74619421348325,301.5666357650273,302.44811210784286,302.67355771084334,302.4461118041238,302.1490116015627,302.31948467948706,301.881190595238,301.65145850909096,302.170973448276,301.4554506686933,301.3693301492537,302.0428148888889,302.1218693413174,301.6390817114096,301.55375795138895,301.2435567010309,302.1558396167248,301.8566468253968
54.18848037719727,17.5,307.2768924213074,308.00304721739127,306.1732584057971,307.0769361693548,308.87991918032793,307.88447216101696,308.6130688461536,308.2621457627119,306.98449512690365,306.64834871710536,308.216344076087,308.0069634831461,307.4013029797981,308.4505155357144,306.95530762500016,308.0544615420561,307.77009398963725,308.07686946902646,308.29625782383414,308.07736441935504,307.31205919642855,307.0926407279694,307.69278133779255,307.05851445161306,307.3072730888031,307.5442772489084,308.1779956551722,307.74429412499984,307.5765471689497,307.0037076271187,308.65858532407395,307.8897058823529
54.18848037719727,18.75,305.5195254566743,305.79304649253754,304.50525453703716,305.15168906716406,306.93080549450553,305.94789936170207,306.697288325123,306.5026503550296,304.91379264574005,304.63402932748534,306.3954711797753,306.31483642512086,305.522652139738,306.518346791444,304.76993776412775,306.0576503599998,306.14541754010673,306.1518381850534,306.2955787782805,306.236775637394,305.3128173863635,305.28362087837826,305.89125468750024,304.89704133515,305.26856265517256,305.5987969000001,305.81914160000014,305.68183736654794,305.593311965812,304.7869525547445,306.61883041044774,306.0668724279835
54.18848037719727,20.0,305.86708038647373,306.43599103064065,305.0786996296296,305.59765842323634,307.3745994350283,307.1229000454545,307.31132658823543,306.9870488815789,305.2379028444444,304.89293776119393,306.9654467065867,306.92551915789466,305.69029521929826,307.22593937106905,304.9791951861044,306.715735073171,306.91410838509324,306.5583499218749,306.59764220833324,306.4063876666662,306.1652557918552,306.34519484581494,306.2185431722055,305.17250556886216,305.2662751543209,306.0116192830188,306.41956234042556,306.445754061303,306.35229655913975,305.2995951417004,306.7224362457339,306.6261682242991
54.18848037719727,21.25,306.98508089108896,307.41939055248633,305.894330978261,306.42167721568603,308.078852036199,307.87460795652197,308.7153919075144,308.12253138364775,306.0118042968749,305.5789720994478,307.9778590322581,307.8736517616582,306.5374924380165,307.6964888333334,306.11005412213734,307.1187203773584,307.4833713300493,307.51350167272756,307.4805361654137,307.43452991452983,306.91351873517795,306.7343605200001,306.96359335092353,306.53199169014096,306.1977932848835,307.29689891891894,307.1531199014779,307.2223229824561,306.94112950980406,306.6362559241706,307.9364061888111,307.3858225108225
