lat,lon,002_max,003_max,004_max,005_max,006_max,007_max,008_max,009_max,010_max,011_max,012_max,013_max,014_max,015_max,016_max,017_max,018_max,019_max,020_max,021_max,022_max,023_max,024_max,025_max,026_max,027_max,028_max,029_max,030_max,031_max,032_max,033_max
23.08900451660156,75.0,314.1793768,313.7282216,313.829704,313.5055592,313.9842728,314.2111664000001,313.6062848,314.0495232,313.4618328000001,313.7852056,314.0285176,313.4789592,313.9563308,313.92562879999997,314.14803,314.0062468,313.938896,314.246268,313.940976,314.1110368,314.47254200000003,314.407584,313.72352759999995,314.1802152,314.06292640000004,313.86949960000004,314.4381264,314.0283192,314.0696416,314.005,313.9801812,314.125
23.08900451660156,76.25,315.0312600000001,314.23855199999997,314.4470852,314.14537759999996,314.777274,314.991146,314.375142,314.6181536,314.1774792000001,314.5657584,314.70788600000003,314.3342376,314.5776188,314.6679568,314.77447320000005,314.56850519999995,314.60814,314.84258800000003,314.7124744,314.8325216,315.2308844000001,314.98870080000006,314.3715816,314.91427200000004,314.580552,314.69165599999997,315.0872348,314.5003436,314.662804,314.75,314.6346128,314.755
23.08900451660156,77.5,315.81074,314.74303760000004,314.98407720000006,314.7681696,315.4920360000001,315.76694879999997,315.005544,315.34686,314.921068,315.06184840000003,314.916144,315.1774752,315.261528,315.3948816,315.4302884,315.356764,315.4125672,315.4230968,315.4093784,315.4453784,315.72855999999996,315.5060984,314.9976592,315.5466188,315.2619272,315.3003748,315.61862160000004,315.13745720000003,315.25334,315.25,315.2423432,315.5
23.08900451660156,78.75,316.4329152,315.1930772,315.3004252,315.238148,316.0485168,316.2641228,315.5052632,316.003336,315.2873368,315.3885752,315.3287908,315.61735120000003,315.3153024,315.6596032,315.7702344,315.6726572,315.7491096,315.91003720000003,315.7039564000001,315.84485720000004,316.192198,315.79580000000004,315.50596720000004,315.9383012,315.67289,315.7499712,316.082282,315.4381168,315.6905856,315.75,315.65725319999996,316.0
23.08900451660156,80.0,316.8569344,315.4305888,315.46883119999995,315.4441836,316.198568,316.2174656,315.831638,316.237952,315.6243804,315.7619704,315.3311432,315.94356,315.4727988,315.7317404000001,316.1070272,315.7689808,316.09282079999997,316.17311440000003,316.057978,316.0497032,316.43805679999997,315.9152136,315.834722,316.1237068,315.84246160000004,315.951312,316.1499288,315.8619352,315.90295599999996,316.0,315.9182232000001,316.0
23.08900451660156,81.25,317.1296568,315.5137856,315.62300080000006,315.72783119999997,316.381444,316.1573176,316.019784,316.22795360000003,315.76521840000004,315.9960192,315.4933504,316.23184,315.58024400000005,315.86529600000006,315.9999708,316.05904,316.279788,316.1529544,316.3458896,316.2149748,316.7100704,315.8832408,315.70434600000004,316.4452748,316.08642480000003,316.19848079999997,316.2722928,315.97258719999996,316.0929848,316.125,316.09956200000005,316.0
23.08900451660156,82.5,317.045052,315.5467152000001,315.48762519999997,315.6612196,316.12159640000004,316.0538192000001,315.65849760000003,315.883476,315.7691472,315.8602752,315.2212224000001,316.2558616,315.4903976,315.91325439999997,315.97934119999996,315.9681404,316.39413640000004,316.2435324,316.24022440000005,316.0810848,316.64807160000004,315.7934272,315.6791772,315.9245968,315.7153112000001,316.16167279999996,316.1082312000001,315.9065956,315.6621508,315.875,315.8063588,315.75
23.08900451660156,83.75,316.5729048,315.3600172000001,315.5139576000001,315.3204604,315.7208,315.720622,315.245432,315.8684296,315.5608,315.55179119999997,314.7799544,316.10756280000004,315.32518,315.4635028,315.646126,315.90623719999996,316.1688608,315.86346,316.0926732,315.7988936000001,316.4043496,315.745904,315.6212684,315.55920399999997,315.211888,316.076748,315.8242592,315.62437320000004,315.385944,315.5,315.5462072,315.375
23.08900451660156,85.0,316.0998604,314.66805400000004,315.35882879999997,314.8601124,315.5454908,315.4672508,314.80573680000003,315.1946344,315.337048,315.3418304,313.97659760000005,315.73530600000004,315.0081268,315.3587068,315.1951136,315.7300756,315.4438184,315.3776308,315.79906079999995,315.514504,316.2598648,315.5366272,315.3890448,315.4179132,314.8494024,315.4885352,315.38761999999997,315.6462472,314.90244559999996,315.5,315.36463200000003,315.0
23.08900451660156,86.25,315.64859200000006,314.59637520000007,315.6526752,314.6994724,315.8411312,316.26781839999995,314.99390800000003,315.48855519999995,315.7068592,315.905458,314.03833039999995,315.8870216,315.6038968,316.0933832,315.76632800000004,316.1776832000001,315.661744,315.71266199999997,316.2640336,315.6267776,316.6474592,316.2722888,315.588844,315.8233828,315.0835452,315.4202396,315.7982492,316.10187360000003,314.79508960000004,315.875,315.4419092,314.375
23.08900451660156,87.5,314.42826399999996,314.3765136,315.0275696,314.450576,314.9119592,315.82544160000003,314.4932472,315.05871840000003,315.3776092,315.5362272000001,314.1851288000001,315.4583660000001,314.93937880000004,315.762012,315.7983024,314.67082120000003,315.441392,314.6428252,315.78203279999997,315.0675376,315.91446160000004,315.8769064,315.2018424,315.2530068,314.43147280000005,314.94153120000004,314.98227959999997,315.7086208,314.0415668,315.375,314.5862012000001,313.755
23.08900451660156,88.75,310.7132536,311.7264344,311.31704080000003,311.4927056,311.05902480000003,311.1123172,311.02611360000003,312.0883328,311.6827164,311.3856872,310.7861604,312.0266804,310.1634816,311.7319208,311.6978728,311.18645200000003,311.7123972,311.1453728,311.76361879999996,311.5652668,311.94129599999997,311.46863879999995,312.1071756,311.2332960000001,310.724332,310.9578408,311.3042900000001,311.2755848,310.814396,310.88,310.8888248,310.125
23.08900451660156,90.0,309.537048,310.2618004000001,309.79654800000003,309.9425728,309.5975104,309.9049948,309.3758872000001,310.7142456000001,310.26818480000003,310.0740447999999,309.74430160000003,310.230648,309.3579552000001,309.98794399999997,310.1208216,310.16538479999997,310.68133040000004,309.2291824,310.32786600000003,310.29254799999995,310.13740640000003,310.293682,310.62676,309.691436,309.009998,309.5998248,310.2079368,309.75455,309.4207392,309.625,310.0652536,309.25
23.08900451660156,91.25,308.3380072,308.894568,308.19862,308.7220768,308.5832472000001,308.64581200000003,307.9556612,308.56817839999997,308.99090160000003,308.63373759999996,308.1652548,308.9412496,307.901984,308.83682239999996,308.8024616,308.4325296,309.0479992,308.630052,308.8863412,308.9313272,308.60767039999996,309.170836,309.0061832,308.3890028,308.15007679999997,308.3112084000001,309.0805768,308.3856456,307.8619,308.25,308.83008639999997,307.63
