lat,lon,ACCESS1-0,ACCESS1-3,CanESM2,CNRM-CM5,CSIRO-Mk3-6-0,FGOALS-s2,GFDL-CM3,GFDL-ESM2G,GFDL-ESM2M,HadGEM2-CC,HadGEM2-ES,IPSL-CM5A-MR,MIROC5,MIROC-ESM,MIROC-ESM-CHEM,MRI-CGCM3,MRI-ESM1
12.72249984741211,26.25,308.54967419999997,308.170746,312.026717,312.9180892,313.751624,309.5418474,313.5296534,314.1638766,314.15366279999995,313.146264,313.4269484,312.81731279999997,313.20661040000005,312.987902,312.7046008,313.2099188,313.240719
12.72249984741211,27.5,309.20209860000006,309.1599598,312.7144626,313.41381880000006,315.83185599999996,310.6692854,314.68815699999993,315.0130594,315.074317,313.88051,314.3269036,313.350466,314.0767898,313.6002804,313.4635988,313.92233460000006,313.969362
12.72249984741211,28.75,311.89819500000004,312.04103080000004,313.53678260000004,312.18140020000004,315.0565644,311.78675979999997,315.2710028,315.044334,315.10733999999997,313.4620664,314.3317188,312.671827,315.029103,313.8629764,314.19563420000003,315.0391282,314.9866846
12.72249984741211,30.0,311.459178,311.525147,312.6848534,312.58723319999996,315.309596,311.4988456,314.6507734,314.6297492,314.5494608,313.60257220000005,314.0449726,312.8639254,314.504074,313.7062666,313.9574114,314.6200048,314.62280560000005
12.72249984741211,31.25,311.8178994,311.76280660000003,313.78447200000005,314.13735060000005,317.1638574,311.9782104,316.12336,315.9267422,315.8784688,315.12351739999997,315.41247880000003,314.5786194,315.9999508,315.1616992,315.4438722,316.2068916,316.0771854
12.72249984741211,32.5,311.63126680000005,311.494898,314.9798708,314.9941184,317.10654,311.615814,317.1268446,317.1991266,317.10098739999995,316.196371,316.324388,315.396638,316.2123854,315.19014119999997,315.2500126,316.9741868,316.951728
12.72249984741211,33.75,312.5240588,312.95117319999997,311.69497,314.00564740000004,315.77442260000004,312.2212492,316.2160696,315.4895416,315.371346,314.92888519999997,315.4823154,315.0113314,316.0557582,314.16817319999996,314.28598660000006,316.667418,316.6064206
12.72249984741211,35.0,310.13928200000004,311.5132068,311.63477600000004,312.91239999999993,312.89512260000004,311.6547188,315.4496114,313.141584,313.1688316,312.5434264,313.1771534,313.8783468,313.69153800000004,313.0532434,313.2867862,316.5082028,316.6100556
12.72249984741211,37.5,302.35100040000003,303.1262448,305.3180568,304.96506400000004,305.4199346,303.32647599999996,305.866579,306.10196,305.92789339999996,305.5898724,305.8829436,305.965374,304.80896459999997,306.10892559999996,306.13804500000003,306.09443600000003,306.05671299999995
12.72249984741211,38.75,302.66560720000007,303.2659124,306.23657399999996,302.10257640000003,307.17274000000003,304.3042958,306.1114616,306.455805,306.606192,305.318843,306.0082272,305.8601066,305.39915379999997,307.23400879999997,307.19964300000004,304.82470220000005,304.9924222
12.72249984741211,40.0,305.556481,305.5895142,309.3685588,307.568793,310.2671006,307.59433820000004,309.8861144,309.91367560000003,310.0721592,308.89668720000003,309.66309600000005,308.491251,309.786538,310.1042236,310.16146380000004,309.7265914,309.9493404
12.72249984741211,43.75,312.8779468,311.1779628,314.4016152,314.69085739999997,312.65074219999997,315.7340802,316.47112860000004,316.6685388,317.69513800000004,316.7513,317.35423840000004,313.0209732,317.0968052,314.226417,314.64687299999997,312.439427,312.64115720000007
12.72249984741211,45.0,312.442289,310.806116,312.779314,313.466628,312.653431,314.2902828,314.5048486,315.30450060000004,315.4521702,313.31774839999997,313.7814632,312.1593894,312.9982994,313.34656939999996,313.68662900000004,312.8591276,313.26537
12.72249984741211,75.0,306.3912362,306.82309680000003,308.00645180000004,307.99157460000004,308.0328856,306.6310384,308.1085226,308.8142728,308.31401939999995,307.91277859999997,308.3753276,308.57458260000004,307.97888600000005,308.27352460000003,308.4613272,307.710326,308.05339879999997
12.72249984741211,76.25,306.42037519999997,306.5459982,307.9538248,308.0719236,308.71610599999997,306.509924,308.28015419999997,308.6098938,308.5201504,308.2760274,308.3663444,308.3893104,308.2443858,308.0179278,308.1922634,308.6387992,308.6969466
12.72249984741211,77.5,306.28809640000003,306.7602356,307.899696,307.97821319999997,309.31900879999995,306.17596560000004,308.284788,308.42944439999997,308.6301818,309.21343360000003,309.18708960000004,307.7078484,307.89791740000004,307.5373012,307.72524020000003,308.5992716,308.94075780000003
12.72249984741211,78.75,308.29376080000003,308.616471,310.1793084,310.4232604,312.0977594,307.97709000000003,309.835981,310.2013784,310.6238014,311.1597246,311.3817302,309.07296879999996,309.6628424,309.80428340000003,310.2921176,311.760736,312.0723566
12.72249984741211,80.0,310.4600416,310.92709,311.81204660000003,311.862865,311.02118759999996,310.91569200000004,309.7716122,310.9705616,311.1116578,311.16167939999997,311.4599996,311.7336596,309.21099039999996,310.49439099999995,311.19363,312.445355,312.30937279999995
12.72249984741211,98.75,308.9087018,309.0413654,309.679637,309.555062,310.39382259999996,308.98640819999997,309.5739512,310.290623,310.5339796,310.14594880000004,310.1293322,309.43939240000003,310.1041862,310.3834664,310.3930362,309.95637760000005,310.4697584
12.72249984741211,100.0,308.8075158,308.7982456,310.23615259999997,309.2279646,310.66008200000005,308.669147,309.031524,310.18040140000005,310.4604456,310.72199919999997,310.80853160000004,308.4560712,309.8433468,310.2960286,310.2638204,310.0199232,310.39098900000005
12.72249984741211,101.25,308.020994,308.016183,309.2021768,308.5815686,308.960182,307.6151574,308.8206888,309.3399506,309.475054,310.0691502,310.1019434,308.38175479999995,309.07921400000004,309.34587660000005,309.2935904,309.22354700000005,309.38482539999995
12.72249984741211,102.5,307.7781058,307.44297800000004,309.96476659999996,309.1124902,309.7146784,307.5500604,309.5201816,309.39186459999996,309.63687060000007,310.468567,310.4895068,309.10052920000004,309.3271846,309.7573282,309.7483484,309.3880696,309.6298232
12.72249984741211,103.75,308.09926540000004,308.0611478,310.4751314,309.4074888,310.43903259999996,307.66701140000004,310.6900746,310.79323300000004,311.055319,311.719868,311.67299280000003,310.07816979999996,310.64854959999997,311.4964842,311.35026519999997,310.5553944,310.5937198
12.72249984741211,105.0,308.97487499999994,309.2702496,310.6736088,310.0687856,311.404802,308.1976572,311.0572104,311.3174336,311.629415,312.1760438,312.1565344,309.9771798,310.7059044,311.3087544,311.290407,311.16234219999996,311.37253499999997
